miRNA	DSC_27_23_EKB_20250506_1	DSC_27_23_EKB_20250506_2	DSC_28_23_EKB_20250502_1	DSC_28_23_EKB_20250502_2	DSC_29_23_EKB_20250502_1	DSC_29_23_EKB_20250502_2	DSC_30_23_EKB_20250506_1	DSC_30_23_EKB_20250506_2	DSC_31_23_EKB_20250506_1	DSC_31_23_EKB_20250506_2	DSC_32_23_EKB_20250507_1	DSC_32_23_EKB_20250507_2	Melanocytes_27_23_EKB_20250502_1	Melanocytes_27_23_EKB_20250502_2	Melanocytes_29_23_EKB_20250506_1	Melanocytes_29_23_EKB_20250506_2	Melanocytes_30_23_EKB_20250502_1	Melanocytes_30_23_EKB_20250502_2	Melanocytes_31_23_EKB_20250507_1	Melanocytes_31_23_EKB_20250507_2	Melanocytes_32_23_EKB_20250507_1	Melanocytes_32_23_EKB_20250507_2
hsa-miR-514a-3p	2106	2875	3544	2355	4000	2877	7014	6030	11425	10086	3432	4713	2538	6376	3245	4794	3177	3567	9997	5669	8855	12510
hsa-miR-6504-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-1286	1	0	0	0	1	0	0	0	0	0	1	1	7	1	5	1	3	2	3	5	3	3
hsa-miR-6132	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	2	0
hsa-miR-4526	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	4	4	0	0	0	0	0
hsa-miR-6856-3p	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0
hsa-miR-1273h-3p	0	0	3	1	0	0	1	0	1	2	0	1	6	18	5	3	10	14	41	12	13	13
hsa-miR-211-3p	0	0	0	4	0	0	0	0	0	1	0	0	344	480	717	453	173	197	326	219	581	372
hsa-miR-3913-3p	1	3	8	5	3	4	5	10	7	7	4	12	0	4	0	2	2	3	5	1	0	5
hsa-miR-3120-3p	0	1	9	7	2	2	1	5	4	1	7	4	0	1	7	2	1	2	3	1	14	8
hsa-miR-3665	7	6	6	28	37	14	31	15	38	35	17	36	1	3	4	2	2	9	1	6	0	1
hsa-miR-424-5p	30842	37653	82842	69190	63038	41814	82480	74410	49714	51407	36989	44562	3345	7755	9909	11973	5837	5603	9774	5805	14193	20041
hsa-miR-383-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0
hsa-miR-4670-5p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5000-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-4298	1	1	1	2	0	1	1	1	0	0	1	1	1	1	1	2	0	2	7	0	2	0
hsa-miR-3173-3p	4	1	2	1	10	1	0	4	1	1	2	2	0	7	1	0	1	5	13	0	5	3
hsa-miR-548a-3p	4	7	4	6	5	9	17	4	13	7	15	8	0	4	13	10	5	0	10	7	8	10
hsa-miR-6715b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-150-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-484	1026	1003	1801	1302	3181	1790	1632	1238	3329	2217	1805	1959	294	642	424	521	220	254	1633	811	1141	730
hsa-miR-1185-1-3p	177	223	421	271	768	332	465	371	382	266	231	338	0	0	2	1	2	1	0	0	4	0
hsa-miR-513a-5p	730	809	1216	845	3587	1477	2371	2152	3459	2866	1874	2594	691	2173	2102	2238	953	1116	2326	1473	3938	3735
hsa-miR-933	1	5	9	8	19	6	9	6	6	4	7	3	0	3	14	5	6	4	11	4	5	17
hsa-miR-1909-3p	1	0	2	0	0	0	3	0	0	2	0	0	0	0	1	2	0	1	0	0	3	0
hsa-miR-6126	0	3	1	2	8	4	7	8	15	11	2	4	1	0	0	5	0	1	0	2	1	0
hsa-miR-552-3p	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4441	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6817-5p	0	0	0	0	1	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-499a-3p	1	0	0	0	0	0	1	1	1	2	1	0	0	2	1	3	1	0	0	4	0	0
hsa-miR-4757-3p	0	0	4	0	3	1	0	1	2	3	2	1	0	0	2	0	0	0	4	0	0	1
hsa-miR-8059	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	3	0	2	0
hsa-miR-4524b-3p	0	0	0	0	0	0	2	0	1	0	0	0	0	3	0	3	0	0	1	0	0	0
hsa-miR-378j	0	0	0	0	0	4	0	1	0	5	0	0	0	4	0	3	2	5	1	1	1	0
hsa-miR-1972	5	2	14	7	8	12	8	21	12	21	11	6	5	8	13	7	19	13	22	16	22	5
hsa-miR-6722-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
hsa-miR-6715b-3p	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-4712-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-4646-5p	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0
hsa-miR-4512	1	3	9	0	0	0	2	0	0	3	1	1	0	0	0	0	0	4	3	2	3	0
hsa-miR-518a-5p	0	2	2	0	2	0	0	0	0	1	4	0	0	5	5	5	2	9	6	0	0	0
hsa-miR-519a-2-5p	3	2	4	5	6	5	2	3	1	2	0	5	0	0	2	0	0	0	2	0	0	0
hsa-miR-6743-5p	0	1	0	0	2	1	0	0	0	2	3	0	0	0	4	0	0	4	0	0	0	2
hsa-miR-6895-5p	0	1	5	1	4	1	2	4	2	1	2	0	2	0	2	4	0	5	11	4	1	0
hsa-miR-487b-3p	928	1304	2794	2062	4051	2365	2512	2286	3086	2487	2187	2959	0	0	17	11	0	2	0	2	13	12
hsa-miR-548ai	16	11	32	13	30	10	23	14	36	27	22	17	8	17	9	20	11	11	30	5	27	56
hsa-miR-888-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-125a-3p	139	197	602	424	673	353	329	284	649	500	299	354	83	225	216	235	159	159	319	226	217	265
hsa-miR-12135	583	439	982	1197	405	106	396	405	1312	995	488	395	689	1555	1039	1395	1929	1762	1337	1068	2140	1172
hsa-miR-4503	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	2	0	0	0
hsa-miR-4803	0	0	5	0	1	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376a-3p	6132	7015	15622	10756	17358	11318	14657	13505	19226	14898	11290	14075	0	7	23	21	13	19	5	1	17	10
hsa-miR-641	25	29	110	56	116	70	78	34	138	151	86	138	33	92	145	198	73	87	124	66	200	193
hsa-miR-15a-3p	23	18	68	28	58	17	37	28	78	26	29	39	4	3	8	8	5	4	15	8	6	0
hsa-miR-196b-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-30c-5p	8645	5617	9880	5013	18220	5460	7291	6284	12983	7521	7020	7418	1815	4099	5046	4063	2273	1756	4222	2527	9379	10835
hsa-miR-30b-5p	5779	3323	6140	2473	15055	3570	4644	4069	10026	4757	5184	5091	1892	4480	3849	3198	1999	1478	2620	1375	4863	6619
hsa-miR-6742-3p	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0
hsa-miR-222-3p	4707	3740	6895	5321	7919	4853	8519	5940	7307	4496	4836	5247	288	714	864	857	449	550	2304	977	4023	2954
hsa-miR-3675-3p	0	0	0	0	3	0	0	0	2	1	2	1	0	0	0	1	0	0	0	0	1	0
hsa-miR-6834-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-136-3p	532	452	614	303	911	633	607	579	1209	553	604	643	0	0	1	2	0	1	0	0	0	1
hsa-miR-548an	0	12	7	3	13	5	18	12	13	18	8	8	0	12	3	5	2	6	2	4	4	12
hsa-miR-4494	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	6	0	2	0
hsa-miR-3143	0	0	1	13	18	4	3	4	6	6	0	9	4	4	11	4	0	1	5	3	11	11
hsa-miR-365a-5p	5	9	26	17	28	7	12	14	11	9	14	11	3	2	9	5	4	7	2	1	6	3
hsa-miR-32-5p	93	99	146	55	168	96	124	117	448	148	165	147	67	142	63	73	54	30	368	203	78	86
hsa-miR-4504	1	0	0	0	0	1	0	0	0	0	0	0	0	2	2	1	0	1	0	0	7	0
hsa-miR-3618	0	0	2	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-181b-5p	830	1160	2359	1824	4316	1831	1776	1410	4310	3165	2006	2481	488	1036	639	445	338	416	1025	635	1206	1437
hsa-miR-543	257	202	273	330	700	448	524	341	501	390	284	447	0	0	0	1	0	1	0	0	2	1
hsa-miR-4310	1	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	3	1	0	0
hsa-miR-23b-3p	129557	178510	479960	373357	631092	422344	386812	311781	1008512	1245987	492363	639210	4021	9222	11150	14883	8216	10129	13709	8228	42424	47625
hsa-miR-221-3p	15475	18085	33629	34018	42277	21178	46036	36372	34079	24865	22746	26423	1026	2559	4481	3879	2257	2815	4776	2448	15739	13839
hsa-miR-664a-3p	334	251	251	108	446	154	273	182	468	324	212	199	55	127	132	105	46	39	216	172	171	154
hsa-miR-10393-3p	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	2	3	0	0	0
hsa-miR-1250-3p	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-4746-5p	0	0	5	6	10	2	4	2	2	0	3	1	0	2	2	2	2	0	0	5	7	4
hsa-miR-16-2-3p	143	124	365	270	537	263	253	171	316	206	250	240	60	149	115	141	94	74	259	162	380	415
hsa-miR-652-5p	81	100	147	146	315	204	133	148	338	248	219	258	38	83	78	81	34	38	88	44	166	225
hsa-miR-10524-5p	1	3	1	1	3	2	5	1	4	2	1	1	0	0	0	1	1	0	6	11	1	2
hsa-miR-5585-5p	0	1	1	1	8	0	2	0	1	0	3	0	1	0	1	2	0	0	0	0	2	1
hsa-miR-6879-3p	0	0	0	0	0	0	5	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0
hsa-miR-4724-5p	0	0	1	0	0	0	0	0	1	0	0	0	2	1	4	1	0	0	2	2	3	0
hsa-miR-1203	0	0	0	0	1	0	0	0	2	0	1	0	3	0	0	0	0	0	3	1	0	0
hsa-miR-6503-3p	0	0	0	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	2	1	0	0
hsa-miR-4534	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6837-5p	0	1	1	0	1	0	1	0	1	1	1	0	0	0	3	1	0	0	2	0	0	0
hsa-miR-1268b	2	2	4	3	13	1	3	3	9	4	2	0	9	2	7	1	0	0	14	7	13	2
hsa-miR-6838-5p	0	1	5	5	6	0	13	5	9	16	6	4	0	3	3	4	4	7	10	3	13	7
hsa-miR-6849-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	1	0	1	0	0	0
hsa-miR-2278	0	6	16	5	22	14	10	13	31	18	8	13	12	4	11	10	5	13	9	5	26	22
hsa-miR-3914	0	3	1	3	3	0	6	8	7	1	3	3	1	0	0	2	1	0	3	0	2	0
hsa-miR-6845-5p	0	0	1	1	0	0	1	2	0	0	2	2	0	0	0	0	0	0	7	2	2	0
hsa-miR-2355-5p	6	7	7	7	13	7	2	3	8	6	3	2	4	6	1	1	1	1	5	4	6	12
hsa-miR-338-3p	2032	2947	4717	2520	6754	3289	4999	4242	18361	18204	4164	5633	3555	9453	2231	2931	1794	2043	18230	9878	3485	3625
hsa-miR-4722-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2
hsa-miR-4690-3p	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	2	0	0	1	0	0	0
hsa-miR-5585-3p	160	167	205	98	254	141	201	547	358	704	312	249	262	729	217	899	443	1195	2341	311	663	106
hsa-miR-4681	0	0	0	0	0	0	0	2	0	1	2	0	0	0	3	0	0	0	0	0	0	1
hsa-miR-4786-5p	1	0	1	0	0	0	2	0	1	4	3	0	2	0	1	0	1	5	0	2	4	2
hsa-miR-4645-5p	0	2	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0
hsa-miR-1226-3p	16	18	13	7	9	6	12	14	36	37	7	19	8	25	3	7	3	8	32	24	29	18
hsa-miR-181d-3p	5	3	13	9	10	8	9	3	8	28	8	14	0	0	0	0	0	0	0	0	1	0
hsa-miR-4756-3p	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
hsa-miR-4328	0	1	0	0	2	0	0	0	0	0	3	0	0	2	0	1	0	2	3	0	1	0
hsa-miR-10226	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
hsa-miR-12113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
hsa-miR-181a-3p	2378	2646	8097	4552	9487	4888	4217	3141	6129	7127	5041	5464	522	1444	1690	1641	969	893	1047	438	1979	2552
hsa-miR-29a-3p	9115	9099	21751	16091	15036	11469	23525	18372	27876	16812	12259	15410	3721	8955	9255	14560	5665	6428	18484	8956	19221	23888
hsa-let-7a-3p	863	601	1481	749	1676	911	1042	876	1527	1036	993	945	27	141	212	224	94	58	129	64	298	258
hsa-miR-767-5p	0	3	2	1	0	0	0	0	0	0	1	0	0	0	2	0	3	1	8	2	4	7
hsa-miR-12133	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0
hsa-miR-507	94	83	123	86	225	192	177	178	446	274	197	244	55	118	94	220	105	100	309	142	229	237
hsa-miR-4687-5p	10	4	13	7	24	7	20	11	21	7	14	15	5	2	3	1	2	9	1	1	0	1
hsa-miR-1276	0	1	5	2	0	5	1	0	5	2	2	1	0	4	4	0	4	4	8	1	6	8
hsa-miR-4433a-5p	0	1	0	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2
hsa-miR-4313	0	5	0	0	0	1	1	1	1	3	0	1	0	4	1	2	0	0	1	0	1	3
hsa-miR-6803-3p	1	0	1	0	6	0	3	2	0	1	1	3	3	0	2	5	0	0	2	2	5	3
hsa-miR-7851-3p	4	0	0	3	3	6	2	6	8	7	8	3	0	7	9	5	9	19	19	8	3	4
hsa-miR-4800-3p	60	94	75	116	169	118	148	141	319	275	165	160	63	92	53	87	53	53	49	36	28	201
hsa-miR-3130-3p	0	0	0	1	0	0	0	0	0	1	0	3	0	1	2	0	0	0	4	1	0	3
hsa-miR-409-5p	2034	2235	6118	3567	5271	3529	4190	3748	4967	4523	3063	4283	0	1	24	24	13	2	3	2	11	7
hsa-miR-99b-5p	5259	5128	13983	8830	13421	8050	9445	7315	17171	14980	9354	10621	3420	8711	5634	9666	4722	8871	11268	11574	12509	15797
hsa-miR-100-5p	86466	112911	356720	223361	303429	177238	214484	197949	367076	296835	205489	256312	7414	18851	22867	29234	9958	13032	33439	29527	56744	69848
hsa-miR-6078	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0
hsa-miR-4454	775	695	1237	1146	1402	1405	1297	1485	1604	1511	1472	1454	1124	2781	2472	3988	3010	6676	2956	2641	1325	1886
hsa-miR-1249-3p	155	106	155	94	387	130	113	80	221	127	103	124	99	126	153	75	76	77	63	65	683	472
hsa-miR-106b-3p	431	592	1688	1226	1937	1090	1123	949	1661	1771	1223	1558	418	1173	603	686	414	494	2329	1087	1577	1551
hsa-miR-4485-5p	7	5	6	5	12	8	12	14	20	26	6	5	7	17	5	17	4	8	53	18	20	19
hsa-miR-4655-5p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
hsa-miR-132-5p	68	81	279	185	128	102	193	155	197	221	107	112	77	205	93	111	139	175	347	190	448	428
hsa-miR-369-5p	1805	2511	4447	3199	5788	3556	4668	3698	3808	3909	2566	3415	0	0	3	22	9	2	2	0	9	9
hsa-miR-6827-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-411-5p	2891	4472	6555	4584	5990	3089	7216	6159	7784	5714	2692	3204	0	0	12	6	3	6	0	0	7	8
hsa-miR-299-5p	2328	2516	3097	3331	4258	2444	5266	3806	3980	3805	1757	2296	0	1	2	4	2	0	1	0	3	4
hsa-miR-6855-3p	0	0	3	0	0	0	0	0	1	2	0	0	0	4	0	0	0	5	0	0	0	0
hsa-miR-4724-3p	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	2	0	2	4
hsa-miR-1271-5p	138	114	417	204	313	193	156	145	542	353	366	332	96	268	142	294	194	269	497	328	384	583
hsa-miR-4661-5p	1	1	0	8	1	1	1	2	1	5	0	0	0	3	2	0	1	2	8	0	2	1
hsa-miR-362-3p	51	25	99	34	70	48	32	44	108	35	58	64	15	84	52	90	25	22	96	32	59	107
hsa-miR-6772-3p	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0
hsa-miR-6854-5p	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6804-3p	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0
hsa-miR-1228-3p	6	4	1	0	0	0	4	0	0	0	1	3	0	1	2	0	0	0	5	1	0	1
hsa-miR-9898	0	2	0	0	0	0	0	1	1	2	0	1	0	0	1	1	1	1	6	1	2	0
hsa-miR-4738-3p	0	0	0	0	5	2	1	0	1	0	1	0	0	2	0	5	0	0	1	0	0	5
hsa-miR-490-3p	0	0	0	1	2	3	0	2	3	2	2	1	0	0	0	2	0	1	0	0	0	0
hsa-miR-9718	3	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0
hsa-miR-4308	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0
hsa-miR-3176	4	4	1	4	3	4	0	7	9	8	6	13	8	20	5	23	4	4	22	4	7	8
hsa-miR-7150	0	2	0	1	1	0	2	2	0	3	0	0	0	1	3	1	2	0	2	0	1	0
hsa-miR-1273h-5p	5	1	4	1	6	3	0	2	9	14	4	4	6	2	6	7	9	11	24	6	24	9
hsa-miR-4265	0	0	0	0	2	0	0	1	0	3	0	0	1	0	0	0	0	0	2	0	0	0
hsa-miR-3201	0	0	0	1	0	0	0	3	0	0	0	0	0	0	3	4	0	0	0	0	0	0
hsa-miR-3649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4758-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4666a-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	4	0
hsa-miR-221-5p	1337	1876	5783	3264	3006	2046	4954	3927	3049	2532	2208	2832	448	1023	730	741	512	504	1965	1128	1906	2348
hsa-miR-193a-3p	142	112	198	103	260	114	151	178	544	186	216	162	46	62	72	73	39	33	83	46	103	179
hsa-miR-6765-3p	44	43	91	54	107	135	131	136	189	132	202	118	34	61	64	123	28	39	157	43	88	44
hsa-miR-6852-5p	0	8	5	4	9	4	5	3	1	5	9	5	0	0	0	0	0	0	2	2	1	0
hsa-miR-3198	0	0	0	0	0	0	0	1	0	1	0	0	0	6	0	2	0	1	0	1	4	2
hsa-miR-4754	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-758-3p	354	268	542	219	670	337	434	402	447	259	283	350	0	0	0	0	0	0	1	0	5	0
hsa-miR-4718	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	1	0	4	1	0	0	0
hsa-miR-3144-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	0	0	0	0	0	0
hsa-miR-212-5p	3	0	7	4	4	0	1	2	3	2	0	2	4	8	0	8	8	8	34	22	22	18
hsa-miR-192-5p	89	80	204	87	128	86	105	79	224	163	73	87	251	866	209	319	128	138	376	225	320	302
hsa-miR-3164	1	0	4	2	0	0	0	0	4	0	0	0	4	1	2	5	4	6	6	0	6	10
hsa-miR-365b-5p	1	7	14	13	31	14	18	7	24	11	10	9	1	7	5	4	3	3	8	0	7	9
hsa-miR-6759-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3200-3p	19	15	47	22	85	46	27	12	66	67	70	85	1	9	3	2	6	5	5	11	21	17
hsa-miR-6884-3p	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
hsa-miR-3189-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	1	6	0	1	2	4	2	17	23
hsa-miR-3613-5p	1008	897	984	433	2225	878	960	949	1449	940	764	854	189	545	313	268	149	148	475	224	319	474
hsa-miR-552-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
hsa-miR-1282	2	2	1	2	4	1	0	2	1	1	2	1	0	3	1	1	0	0	1	1	0	0
hsa-miR-4300	0	0	0	0	0	0	0	1	4	0	1	1	1	2	0	0	0	2	1	4	0	0
hsa-miR-5192	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	3	0	0	0
hsa-miR-6824-5p	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-873-3p	0	1	6	1	16	9	5	0	6	6	2	6	11	21	13	14	10	10	7	2	4	11
hsa-miR-1255a	0	0	3	3	3	1	3	0	11	14	5	2	0	0	0	3	4	3	8	1	3	5
hsa-miR-16-5p	189000	325770	862250	566421	792433	475766	535022	453784	886326	962494	527545	667123	132619	259169	201399	239910	150291	180548	392457	226324	471930	557069
hsa-miR-151a-5p	7421	12370	20508	13648	30132	15158	21714	17482	40379	33598	17330	21734	5305	11905	8672	9535	6274	7574	13939	8503	17983	18369
hsa-miR-4768-3p	2	0	0	3	0	1	0	0	2	2	1	1	3	0	0	0	0	0	5	2	1	0
hsa-miR-4735-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0
hsa-miR-20b-5p	3995	4269	11392	8910	12772	5653	8568	7619	5071	4316	4951	4842	1122	2887	3988	3416	1308	1312	2833	1539	4515	6741
hsa-miR-4633-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6165	0	0	2	0	0	0	0	3	0	2	0	2	0	0	0	0	0	0	0	0	2	0
hsa-miR-765	2	5	5	2	7	6	10	10	4	7	1	9	2	5	0	2	0	1	8	6	8	2
hsa-miR-11181-3p	2	1	0	1	0	0	0	3	1	1	1	0	0	2	2	5	1	2	1	0	0	0
hsa-miR-4722-5p	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	2	2	0	2	1	0
hsa-miR-1914-3p	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	2
hsa-miR-5571-3p	3	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-766-5p	1	3	1	2	6	0	0	5	2	7	2	4	1	9	11	10	4	6	19	2	16	11
hsa-miR-149-3p	3	2	5	5	13	0	2	2	5	7	8	1	1	0	9	3	3	5	2	2	0	1
hsa-miR-6830-5p	0	0	0	0	0	0	2	4	0	0	0	4	0	0	4	1	0	1	3	0	1	1
hsa-miR-4761-3p	0	0	0	0	2	2	0	0	0	0	3	2	0	0	0	2	0	0	0	0	0	0
hsa-miR-6771-5p	0	1	1	0	0	2	8	0	1	0	0	0	0	0	0	2	1	0	4	0	0	0
hsa-miR-6760-5p	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	1	0	2	0	0	0
hsa-miR-6799-5p	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0
hsa-miR-513c-5p	208	239	457	245	1052	493	759	688	1229	736	572	944	211	532	587	721	303	306	666	344	1102	1085
hsa-let-7e-5p	7395	9006	24143	14038	34222	13954	16192	16096	28066	23064	14407	19388	2631	6253	7850	6647	3940	4843	6852	3619	15510	14437
hsa-miR-4266	1	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	3	0	0	0
hsa-miR-5693	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0
hsa-miR-6499-3p	0	0	0	0	0	0	0	1	0	0	1	0	0	4	2	1	0	2	4	2	5	0
hsa-miR-4311	0	1	1	2	8	0	0	4	2	7	0	3	1	3	1	2	0	1	8	1	0	0
hsa-miR-6856-5p	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	1
hsa-miR-6788-5p	0	0	3	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	6	0	0	0
hsa-miR-4434	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	1	5	1	0	0
hsa-miR-4784	0	0	0	0	0	0	0	2	2	2	0	1	1	0	6	3	0	0	2	0	5	0
hsa-miR-877-5p	22	45	96	78	194	67	67	37	148	198	95	135	47	142	85	63	45	86	162	77	263	255
hsa-miR-516a-5p	6	8	19	25	33	10	20	18	14	8	26	17	0	0	1	2	3	4	4	2	0	3
hsa-miR-6510-5p	1	2	1	0	3	0	0	1	0	3	0	2	0	0	0	1	1	1	3	0	0	3
hsa-miR-4644	0	0	0	2	0	2	2	0	2	4	0	1	0	2	0	1	0	0	7	0	1	1
hsa-miR-4690-5p	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	2	0
hsa-miR-185-5p	3112	3683	8994	6594	7883	4828	6834	5974	8835	7911	5193	5999	3135	6572	5822	7056	4090	3887	12264	6691	16601	18642
hsa-miR-4530	0	0	0	0	0	0	0	1	1	1	0	1	0	1	3	0	0	0	0	1	0	0
hsa-miR-6717-5p	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	4	0
hsa-miR-6779-5p	0	0	1	0	4	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1
hsa-miR-6888-5p	0	0	0	0	1	1	3	0	4	2	0	1	2	0	0	2	1	1	4	0	0	0
hsa-miR-12118	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0
hsa-miR-3197	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	5	0	0	0
hsa-miR-103a-3p	24673	31896	61036	44252	103430	45716	54676	46501	96075	88820	50809	62065	16400	35768	31664	27197	16049	19025	38242	20628	49900	62510
hsa-miR-6876-5p	0	0	2	0	1	2	4	3	10	15	2	4	2	1	2	1	0	0	4	0	1	0
hsa-miR-6858-5p	2	1	0	1	0	0	1	0	2	2	4	1	0	0	4	0	0	0	0	2	0	0
hsa-miR-8082	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
hsa-miR-4477a	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	5	0	0	0
hsa-miR-483-5p	0	0	0	0	0	0	0	2	1	2	0	2	2	0	1	1	2	1	0	0	1	0
hsa-miR-6865-5p	0	1	3	3	2	0	0	0	5	0	5	0	0	0	0	0	0	0	1	1	3	1
